pmid,title,abstract,year,month,day
34685448,Robust Neutralizing Antibody Responses 6 Months Post Vaccination with BNT162b2: A Prospective Study in 308 Healthy Individuals.,"Elucidating long-term immunity following COVID-19 vaccination is essential for decision-making regarding booster shots. The aim of this study was to investigate the kinetics of neutralizing antibodies (Nabs) against SARS-CoV-2 up to six months after the second vaccination dose with the BNT162b2 mRNA vaccine. Nabs levels were measured on days 1 (before the first vaccine shot), 8, 22 (before the second shot), 36, 50, and 3 and 6 months after the second vaccination (NCT04743388). Three hundred and ",2021,10,26
34680595,The Slower Antibody Response in Myelofibrosis Patients after Two Doses of mRNA SARS-CoV-2 Vaccine Calls for a Third Dose.,"Immunization with mRNA SARS-CoV-2 vaccines has been highly recommended and prioritized in fragile subjects, including patients with myelofibrosis (MF). Available data on the vaccine immune response developed by MF patients and the impact of ruxolitinib treatment are still too fragmented to support an informed decision on a third dose for this category of subjects. Here, we show that 76% of MF patients develop spike-specific IgG after the second mRNA SARS-CoV-2 vaccine dose, but the response has ",2021,10,26
34671773,Heterologous SARS-CoV-2 Booster Vaccinations - Preliminary Report.,"While Coronavirus disease 2019 (Covid-19) vaccines are highly effective, breakthrough infections are occurring. Booster vaccinations have recently received emergency use authorization (EUA) for certain populations but are restricted to homologous mRNA vaccines. We evaluated homologous and heterologous booster vaccination in persons who had received an EUA Covid-19 vaccine regimen. In this phase 1/2 open-label clinical trial conducted at ten U.S. sites, adults who received one of three EUA Covid-",2021,11,10
34659597,NA,"A meta-analysis of the Chinese studies in April 2020, including 3600 patients with cancer and COVID-19, first reported an increase of the COVID-19 risk and the case-fatality in these patients. Then, North-American and European series confirmed the increased COVID-19 risk for patients with cancer, as the increased risk of severe COVID-19 and death, when compared with general population, adjusting for age. Patients with lung cancer have the highest risk of severe respiratory forms, and the highest",2021,10,22
34656379,Immunogenicity and reactogenicity of BNT162b2 booster in BBIBP-CorV-vaccinated individuals compared with homologous BNT162b2 vaccination: Results of a pilot prospective cohort study from Lebanon.,"Facing new COVID-19 waves, the effectiveness of BBIBP-CorV has been noted to be low in countries whose populations were already administered two doses of the vaccine. Heterologous vaccination using ChAdOx1-S/BNT162b2 elicited higher immunogenicity compared with homologous immunization. BBIBP-CorV/BNT162b2 combination is worth testing. In this pilot prospective cohort study conducted at Makassed General Hospital, Beirut, Lebanon, from February 17, 2021, to June 30, 2021, we tested the safety and ",2021,11,12
34642696,A Retrospective Analysis of COVID-19 mRNA Vaccine Breakthrough Infections - Risk Factors and Vaccine Effectiveness.,"Little is known about COVID vaccine breakthrough infections and their risk factors. To identify risk factors associated with COVID-19 breakthrough infections among vaccinated individuals and to reassess the effectiveness of COVID-19 vaccination against severe outcomes using real-world data. We conducted a series of observational retrospective analyses using the electronic health records (EHRs) of Columbia University Irving Medical Center/New York Presbyterian (CUIMC/NYP) up to September 21, 2021",2021,10,16
34636722,mRNA vaccine-induced T cells respond identically to SARS-CoV-2 variants of concern but differ in longevity and homing properties depending on prior infection status.,"While mRNA vaccines are proving highly efficacious against SARS-CoV-2, it is important to determine how booster doses and prior infection influence the immune defense they elicit, and whether they protect against variants. Focusing on the T cell response, we conducted a longitudinal study of infection-naïve and COVID-19 convalescent donors before vaccination and after their first and second vaccine doses, using a high-parameter CyTOF analysis to phenotype their SARS-CoV-2-specific T cells. Vacci",2021,10,28
34635537,Immunosuppression reduction when administering a booster dose of the BNT162b2 mRNA SARS-CoV-2 vaccine in kidney transplant recipients without adequate humoral response following two vaccine doses: protocol for a randomised controlled trial (BECAME study).,"Inadequate antibody response to mRNA SARS-CoV-2 vaccination has been described among kidney transplant recipients. Immunosuppression level and specifically, use of antimetabolite in the maintenance immunosuppressive regimen, are associated with inadequate response. In light of the severe consequences of COVID-19 in solid organ transplant recipients, we believe it is justified to examine new vaccination strategies in these patients. BECAME is a single-centre, open-label, investigator-initiated ra",2021,10,15
34634634,Serologic response to COVID-19 infection and/or vaccine in cancer patients on active treatment.,It was shown that immunocompromised patients have significantly reduced immunologic responses to COVID-19 vaccines. The immunogenicity of COVID-19 vaccine/infection in patients with solid tumors is reduced. We evaluated the immunologic response to COVID-19 and/or the BNT162b2 mRNA COVID-19 vaccine among cancer patients on active treatments and reviewed previous literature to identify subgroups that may require third vaccination. Anti-SARS-CoV-2 S1/S2 antibodies were measured in a cohort of 202 c,2021,12,23
34611073,COVID Arm After Moderna Booster in Healthcare Worker: A Case Report.,"SARS CoV-2 virus has infected more than 200 million people worldwide and more than 4.4 million in Indonesia. The vaccination program has become one of the solutions launched by many countries globally, including Indonesia, to reduce the transmission rate of COVID-19. Various vaccination platforms are produced, such as inactivated, viral vector, mRNA, and protein subunit. The vaccination booster program with mRNA platform (Moderna) was launched by the Indonesian government to give better protecti",2021,10,11
34603700,Antibody response to mRNA SARS-CoV-2 vaccines in haemodialysis patients.,"Some studies have shown an attenuated immune response in haemodialysis patients after vaccination. The present study examines the humoral response after mRNA vaccination against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in a large population of haemodialysis patients from different outpatient dialysis centres. We retrospectively assessed antibodies against SARS-CoV-2 spike protein and nucleocapsid protein (chemiluminescence immunoassays, Roche diagnostics) 3-6 weeks after the ",2021,10,5
34587552,State of the CAR-T: Risk of Infections with Chimeric Antigen Receptor T-Cell Therapy and Determinants of SARS-CoV-2 Vaccine Responses.,"Chimeric antigen receptor T cell (CAR-T) therapy has shown unprecedented response rates in patients with relapsed/refractory (R/R) hematologic malignancies. Although CAR-T therapy gives hope to heavily pretreated patients, the rapid commercialization and cumulative immunosuppression of this therapy predispose patients to infections for a prolonged period. CAR-T therapy poses distinctive short- and long-term toxicities and infection risks among patients who receive CAR T-cells after multiple prio",2021,12,20
34571415,Humoral immune response following SARS-CoV-2 mRNA vaccination concomitant to anti-CD20 therapy in multiple sclerosis.,The immunogenicity of COVID-19 vaccine among patients receiving anti-CD20 monoclonal antibody (Ab) treatment has not been fully investigated. Detectable levels of SARS-CoV-2 immunoglobulin G (IgG) are believed to have a predictive value for immune protection against COVID-19 and is currently a surrogate indicator for vaccine efficacy. To determine IgG Abs in anti-CD20 treated patients with multiple sclerosis (MS). IgG Abs against SARS-CoV-2 spike receptor-binding domain were measured with the SA,2021,12,16
34571262,Reactogenicity of a third BNT162b2 mRNA COVID-19 vaccine among immunocompromised individuals and seniors - A nationwide survey.,"Since July 13, 2021, a third SARS-CoV-2 vaccine BNT162b2 was approved in Israel to immunocompromised and seniors 60 years of age or older. We aimed to evaluate vaccine's reactogenicity. A retrospective cohort, using electronic surveys sent to booster vaccine recipients, during July 20-August 10, 2021. 17,820 participated in the survey, with a response rate of 30.2%. 3195 (17.9%) were immunocompromised. Fatigue, myalgia and fever were the most frequent systemic side effects reported (19.6%, 9.2% ",2021,11,30
34553353,[The impact of immunosuppression and chronic kidney disease on immunogenicity of COVID-19 vaccines].,HOW EFFECTIVE ARE THE APPROVED VACCINES IN KIDNEY DISEASES AND THOSE RECEIVING IMMUNOSUPPRESSION?:  Several observational studies indicated that immunosuppression is associated with a weakened or absent humoral response. Patients with chronic kidney diseases or undergoing maintenance dialysis without immunosuppression have a reduced humoral response to COVID-19 vaccines. I HAD COVID-19. SHOULD I GET VACCINATED?:  It is recommended to receive a booster after SARS-CoV-2 infection with a mRNA vacci,2021,9,30
34551091,Prior infection and age impacts antibody persistence after SARS-CoV-2 mRNA vaccine.,"Determining the duration of immunity to SARS-CoV-2 vaccines is critical for informing the timing of booster immunization. Many host factors could influence both the magnitude and persistence of the antibody response. Here, we showed that SARS-CoV-2 infection before vaccination and age affected the decay of antibody responses to the SARS-CoV-2 mRNA vaccine.",2021,10,22
34545374,Robust immune response to the BNT162b mRNA vaccine in an elderly population vaccinated 15 months after recovery from COVID-19.,"Knowledge about the impact of prior SARS-CoV-2 infection of the elderly on mRNA vaccination response is needed to appropriately address the need for booster vaccination in this vulnerable population. To address this, we investigated antibody and genomic immune responses in 16 elderly (avg. 81 yrs.) individuals that had received a single booster dose of BNT162b vaccine 15 months after recovering from COVID-19. Spike-specific IgG antibody levels increased in each of the study participants from an ",2021,9,24
34536028,SARS-CoV-2 specific antibody responses after third CoronaVac or BNT162b2 vaccine following two-dose CoronaVac vaccine regimen.,no abstract,2021,11,23
34526698,Safety and immunogenicity of SARS-CoV-2 variant mRNA vaccine boosters in healthy adults: an interim analysis.,The emergence of SARS-CoV-2 variants of concern (VOCs) and variants of interest (VOIs) with decreased susceptibility to neutralization has generated interest in assessments of booster doses and variant-specific vaccines. Clinical trial participants who received a two-dose primary series of the COVID-19 vaccine mRNA-1273 approximately 6 months earlier entered an open-label phase 2a study ( NCT04405076 ) to evaluate the primary objectives of safety and immunogenicity of a single booster dose of mR,2021,12,3
34514509,Dynamics of the cellular and humoral immune response after BNT162b2 mRNA Covid-19 vaccination in Covid-19 naive nursing home residents.,"Short-term humoral and cellular immune responses are diminished after BNT162b2 mRNA Covid-19 vaccination in Covid-19 naive nursing home residents, a population particularly vulnerable to the disease. We found both responses to decline after four weeks and remain lower than those of healthcare workers after twenty-four weeks, with an estimated half-life of the antibody response of 47 days. At four weeks, older age was significantly associated with a decreased humoral response, and diabetes mellit",2022,1,19
34514454,Dynamics of antibody response to BNT162b2 vaccine after six months: a longitudinal prospective study.,"SARS-CoV-2 mRNA vaccines have proven high efficacy, however, limited data exists on the duration of immune responses and their relation to age and side effects. We studied the antibody and memory T cell responses after the two-dose BNT162b2 vaccine in 122 volunteers up to 6 months and correlated the findings with age and side effects. We found a robust antibody response to Spike protein after the second dose. However, the antibody levels declined at 12 weeks and 6 months post-vaccination, indica",2021,11,13
34463321,Comparison of Anti-SARS-CoV-2 S1 Receptor-Binding Domain Antibody Immunoassays in Health Care Workers Before and After the BNT162b2 mRNA Vaccine.,"The Pfizer-BioNTech BNT162b2 vaccine against SARS-CoV-2 infection is now available. This vaccine induces antibody production against the receptor-binding domain (RBD) of the spike glycoprotein S1 (S1-RBD). This study evaluated the performance of new immunoassays to measure this type of antibody. Blood samples were collected at t0 (prime dose), after 21 days (t1, booster dose), and then after another 15 days (t2) from 70 health care professionals who had tested negative for previous SARS-CoV-2 in",2022,2,14
34462751,mRNA Vaccination Induces Durable Immune Memory to SARS-CoV-2 with Continued Evolution to Variants of Concern.,"SARS-CoV-2 mRNA vaccines have shown remarkable efficacy, especially in preventing severe illness and hospitalization. However, the emergence of several variants of concern and reports of declining antibody levels have raised uncertainty about the durability of immune memory following vaccination. In this study, we longitudinally profiled both antibody and cellular immune responses in SARS-CoV-2 naïve and recovered individuals from pre-vaccine baseline to 6 months post-mRNA vaccination. Antibody ",2021,12,2
34456108,SARS-CoV-2 messenger RNA vaccine antibody response and reactogenicity in heart and lung transplant recipients.,"While several studies have observed that solid organ transplant recipients experience diminished antibody responses to SARS-CoV-2 mRNA vaccination, data specific to heart and lung transplant (HT/LT) recipients remains sparse. US adult HT and LT recipients completed their vaccine series between January 7 and April 10, 2021. Reactogencity and SARS-CoV-2 anti-spike antibody were assessed after a priming dose (D1) and booster dose (D2). Modified Poisson regression with robust variance estimator was ",2021,12,17
34452043,mRNA Vaccines Enhance Neutralizing Immunity against SARS-CoV-2 Variants in Convalescent and ChAdOx1-Primed Subjects.,"To identify the most efficient methods of immunological protection against SARS-CoV-2, including the currently most widespread variants of concern (VOCs)-B.1.1.7, B.1.351 and P.1-a simultaneous side-by-side-comparison of available vaccination regimes is required. In this observational cohort study, we compared immunological responses in 144 individuals vaccinated with the mRNA vaccines BNT162b2 or mRNA-1273 and the vector vaccine ChAdOx1-nCoV-19, either alone, in combination, or in the context o",2021,8,31
34451931,Severe COVID-19 by SARS-CoV-2 Lineage B.1.1.7 in Vaccinated Solid-Organ Transplant Recipients: New Preventive Strategies Needed to Protect Immunocompromised Patients.,"Solid-organ transplant (SOT) recipients are at a high risk of severe COVID-19, and are priority for vaccination. Here, we describe three cases of severe COVID-19 caused by SARS-CoV-2 B.1.1.7 lineage in vaccinated SOT recipients. Three SOT patients were hospitalized in the Policlinico Hospital of Bari (southern Italy) and underwent nasopharyngeal swabs for molecular detection of SARS-CoV-2 genes and spike protein mutations by real-time PCR. One sample was subjected to whole-genome sequencing. One",2021,8,31
34450686,SARS-CoV-2 vaccination in solid-organ transplant recipients: What the clinician needs to know.,"In response to the COVID-19 pandemic, SARS-CoV-2 vaccines have been developed at an unparalleled speed, with 14 SARS-CoV-2 vaccines currently authorized. Solid-organ transplant (SOT) recipients are at risk for developing a higher rate of COVID-19-related complications and therefore they are at priority for immunization against SARS-CoV-2. Preliminary data suggest that although SARS-CoV-2 vaccines are safe in SOT recipients (with similar rate of adverse events than in the general population), the",2021,10,1
34437985,"Dermatology patients on biologics and certain other systemic therapies should receive a ""booster"" messenger RNA COVID-19 vaccine dose: A critical appraisal of recent Food and Drug Administration and Advisory Committee on Immunization Practices recommendations.",no abstract,2021,11,2
34435336,Preliminary Evaluation of QuantiFERON SARS-CoV-2 and QIAreach Anti-SARS-CoV-2 Total Test in Recently Vaccinated Individuals.,"There is an increasing body of evidence surrounding the importance of a T cell-mediated response to SARS-CoV-2 infection and after COVID-19 vaccination. In this internal feasibility study, we evaluated both the total antibody (IgA, IgM, and IgG) and T cell responses in a cohort of COVID-19 convalescents and vaccinated individuals. Whole blood specimens were collected weekly from 12 subjects at different time points within/after the COVID-19 mRNA vaccination regimen, and from 4 PCR-confirmed conv",2021,11,17
34406358,Intravenous injection of COVID-19 mRNA vaccine can induce acute myopericarditis in mouse model.,"Post-vaccination myopericarditis is reported after immunization with COVID-19 mRNA-vaccines. The effect of accidental intravenous injection of this vaccine on the heart is unknown. We compared the clinical manifestations, histopathological changes, tissue mRNA expression and serum levels of cytokine/chemokine in Balb/c mice at different time points after intravenous(IV) or intramuscular(IM) vaccine injection with normal saline(NS) control. Though significant weight loss and higher serum cytokine",2021,12,1
34397348,Immunogenicity after the first dose of the BNT162b2 mRNA Covid-19 vaccine: real-world evidence from Greek healthcare workers.,"Real-world data regarding the effectiveness, safety and immunogenicity of the Pfizer-BioNTech BNT162b2 mRNA vaccine are accumulating in the literature, suggesting that this vaccine generates high titres of S1-binding IgG antibodies that exhibit potent virus neutralization capacity. This is the first phase IV immunogenicity study to recruit a large number of Greek healthcare workers (n=425) including 63 previously-infected subjects. We measured titres of neutralizing IgGs against the recep",2021,8,27
34352226,"Systemic IL-15, IFN-<U+03B3>, and IP-10/CXCL10 signature associated with effective immune response to SARS-CoV-2 in BNT162b2 mRNA vaccine recipients.","Early responses to vaccination are important for shaping both humoral and cellular protective immunity. Dissecting innate vaccine signatures may predict immunogenicity to help optimize the efficacy of mRNA and other vaccine strategies. Here, we characterize the cytokine and chemokine responses to the 1<sup>st</sup> and 2<sup>nd</sup> dose of the BNT162b2 mRNA (Pfizer/BioNtech) vaccine in antigen-naive and in previously coronavirus disease 2019 (COVID-19)-infected individuals (NCT04743388). Trans",2021,8,24
34348908,Immunogenicity of SARS-CoV-2 Vaccine in Dialysis.,"Patients receiving maintenance dialysis represent a high-risk, immune-compromised population with 15%-25% COVID-19 mortality rate who were unrepresented in clinical trials of mRNA vaccines. All patients receiving maintenance dialysis who received two doses of SARS-CoV-2 mRNA vaccines with antibody test results drawn =14 days after the second dose, as documented in the electronic health record through March 18, 2021, were included. Response was on the basis of levels of Ig-G against the receptor ",2021,11,10
34341799,SARS-CoV-2 antigen exposure history shapes phenotypes and specificity of memory CD8 T cells.,"Although mRNA vaccine efficacy against severe COVID-19 remains high, variant emergence and breakthrough infections have changed vaccine policy to include booster immunizations. However, the effect of diverse and repeated antigen exposures on SARS-CoV-2 memory T cells is poorly understood. Here, we utilize DNA-barcoded MHC-multimers combined with scRNAseq and scTCRseq to capture the ex vivo profile of SARS-CoV-2-responsive T cells within a cohort of individuals with one, two, or three anti",2022,2,18
34330895,Antibody responses after first and second Covid-19 vaccination in patients with chronic lymphocytic leukaemia.,B-cell chronic lymphocytic leukaemia (CLL) is associated with immunosuppression and patients are at increased clinical risk following SARS-CoV-2 infection. Covid-19 vaccines offer the potential for protection against severe infection but relatively little is known regarding the profile of the antibody response following first or second vaccination. We studied spike-specific antibody responses following first and/or second Covid-19 vaccination in 299 patients with CLL compared with healthy donors,2021,8,9
34328054,Vaccination and their importance for lung transplant recipients in a COVID-19 world.,"Lung transplant patients are immunocompromised because of the medication they receive to prevent rejection, and as a consequence are susceptible to (respiratory) infections. Adequate vaccination strategies, including COVID-19 vaccination, are therefore needed to minimize infection risks. The international vaccination guidelines for lung transplant patients are reviewed, including the data on immunogenicity and effectivity of the vaccines. The impact on response to vaccination of the various cate",2021,11,1
34276681,Immunogenicity of COVID-19 Tozinameran Vaccination in Patients on Chronic Dialysis.,"Patients with kidney failure have notoriously weak responses to common vaccines. Thus, immunogenicity of novel SARS-CoV-2 vaccines might be impaired in this group. To determine immunogenicity of SARS-CoV-2 vaccination in patients with chronic dialysis, we analyzed the humoral and T-cell response after two doses of mRNA vaccine Tozinameran (BNT162b2 BioNTech/Pfizer). This observational study included 43 patients on dialysis before vaccination with two doses of Tozinameran 21 days apart. Overall, ",2021,7,30
34262158,Immune responses against SARS-CoV-2 variants after heterologous and homologous ChAdOx1 nCoV-19/BNT162b2 vaccination.,"Currently approved viral vector-based and mRNA-based vaccine approaches against coronavirus disease 2019 (COVID-19) consider only homologous prime-boost vaccination. After reports of thromboembolic events, several European governments recommended using AstraZeneca's ChAdOx1-nCov-19 (ChAd) only in individuals older than 60 years, leaving millions of already ChAd-primed individuals with the decision to receive either a second shot of ChAd or a heterologous boost with mRNA-based vaccines. However, ",2021,9,29
34182569,SARS-CoV-2 mRNA vaccines induce persistent human germinal centre responses.,"SARS-CoV-2 mRNA-based vaccines are about 95% effective in preventing COVID-19<sup>1-5</sup>. The dynamics of antibody-secreting plasmablasts and germinal centre B cells induced by these vaccines in humans remain unclear. Here we examined antigen-specific B cell responses in peripheral blood (n??1) and draining lymph nodes in 14 individuals who had received 2 doses of BNT162b2, an mRNA-based vaccine that encodes the full-length SARS-CoV-2 spike (S) gene<sup>1</sup>. Circulating IgG- and IgA-sec",2021,8,10
34159781,"Primary, Recall, and Decay Kinetics of SARS-CoV-2 Vaccine Antibody Responses.","Studies of two SARS-CoV-2 mRNA vaccines suggested that they yield ~95% protection from symptomatic infection at least short-term, but important clinical questions remain. It is unclear how vaccine-induced antibody levels quantitatively compare to the wide spectrum induced by natural SARS-CoV-2 infection. Vaccine response kinetics and magnitudes in persons with prior COVID-19 compared to virus-nai¨ve persons are not well-defined. The relative stability of vaccine-induced versus infection-induced ",2021,6,23
34101623,Impaired humoral and cellular immunity after SARS-CoV-2 BNT162b2 (tozinameran) prime-boost vaccination in kidney transplant recipients.,"Novel mRNA-based vaccines have been proven to be powerful tools in combating the global pandemic caused by SARS-CoV-2, with BNT162b2 (trade name: Comirnaty) efficiently protecting individuals from COVID-19 across a broad age range. Still, it remains largely unknown how renal insufficiency and immunosuppressive medication affect development of vaccine-induced immunity. We therefore comprehensively analyzed humoral and cellular responses in kidney transplant recipients after the standard second va",2021,7,22
34013289,"Immune Responses to COVID-19 mRNA Vaccines in Patients with Solid Tumors on Active, Immunosuppressive Cancer Therapy.","Vaccines against SARS-CoV-2 have shown high efficacy, but immunocompromised participants were excluded from controlled clinical trials. We compared immune responses to the Pfizer/BioNTech mRNA vaccine in solid tumor patients (n=53) on active cytotoxic anti-cancer therapy to a control cohort (n=50) as an observational study. Using live SARS-CoV-2 assays, neutralizing antibodies were detected in 67% and 80% of cancer patients after the first and second immunizations, respectively, with a 3-fold in",2022,1,14
34013277,mRNA vaccine-induced T cells respond identically to SARS-CoV-2 variants of concern but differ in longevity and homing properties depending on prior infection status.,"While mRNA vaccines are proving highly efficacious against SARS-CoV-2, it is important to determine how booster doses and prior infection influence the immune defense they elicit, and whether they protect against variants. Focusing on the T cell response, we conducted a longitudinal study of infection-naïve and COVID-19 convalescent donors before vaccination and after their first and second vaccine doses, using a high-parameter CyTOF analysis to phenotype their SARS-CoV-2-specific T cells. Vacci",2022,1,14
34013244,Systems biological assessment of human immunity to BNT162b2 mRNA vaccination.,"The emergency use authorization of two COVID-19 mRNA vaccines in less than a year since the emergence of SARS-CoV-2, represents a landmark in vaccinology1,2. Yet, how mRNA vaccines stimulate the immune system to elicit protective immune responses is unknown. Here we used a systems biological approach to comprehensively profile the innate and adaptive immune responses in 56 healthy volunteers vaccinated with the Pfizer-BioNTech mRNA vaccine. Vaccination resulted in robust production of neutralizi",2021,5,30
33966088,Correlation between BNT162b2 mRNA Covid-19 vaccine-associated hypermetabolic lymphadenopathy and humoral immunity in patients with hematologic malignancy.,"Vaccine-associated hypermetabolic lymphadenopathy (VAHL) is frequently observed on [<sup>18</sup>F]FDG PET-CT following BNT162b2 administration. Recent data suggest a prominent B cell germinal-center (GC) response elicited by mRNA vaccines in draining lymph nodes. Thus, in this study we aimed to explore the correlation between VAHL and humoral immunity as reflected by post-vaccination serologic testing and by comparing the incidence of VAHL between lymphoma patients treated recently with B cell ",2021,9,17
33880468,Variant SARS-CoV-2 mRNA vaccines confer broad neutralization as primary or booster series in mice.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is the causative agent of a global pandemic. Safe and effective COVID-19 vaccines are now available, including mRNA-1273, which has shown 94% efficacy in prevention of symptomatic COVID-19 disease. However, the emergence of SARS-CoV-2 variants has led to concerns of viral escape from vaccine-induced immunity. Several variants have shown decreased susceptibility to neutralization by vaccine-induced immunity, most notably B.1.351 (Beta),",2022,1,14
33830018,Single-dose BNT162b2 vaccine protects against asymptomatic SARS-CoV-2 infection.,"The BNT162b2 mRNA COVID-19 vaccine (Pfizer-BioNTech) is being utilised internationally for mass COVID-19 vaccination. Evidence of single-dose protection against symptomatic disease has encouraged some countries to opt for delayed booster doses of BNT162b2, but the effect of this strategy on rates of asymptomatic SARS-CoV-2 infection remains unknown. We previously demonstrated frequent pauci- and asymptomatic SARS-CoV-2 infection amongst healthcare workers (HCWs) during the UK's first wave of the",2021,5,3
33807957,Antibody Response to the BNT162b2 mRNA COVID-19 Vaccine in Subjects with Prior SARS-CoV-2 Infection.,"Although antibody levels progressively decrease following SARS-CoV-2 infection, the immune memory persists for months. Thus, individuals who naturally contracted SARS-CoV-2 are expected to develop a more rapid and sustained response to COVID-19 vaccines than naïve individuals. In this study, we analyzed the dynamics of the antibody response to the BNT162b2 mRNA COVID-19 vaccine in six healthcare workers who contracted SARS-CoV-2 in March 2020, in comparison to nine control subjects without a pre",2021,4,19
33774684,Hypermetabolic lymphadenopathy following administration of BNT162b2 mRNA Covid-19 vaccine: incidence assessed by [<sup>18</sup>F]FDG PET-CT and relevance to study interpretation.,"Nationwide mass vaccination against Covid-19 started in Israel in late 2020. Soon we identified on [<sup>18</sup>F]FDG PET-CT studies vaccine-associated hypermetabolic lymphadenopathy (VAHL) in axillary or supraclavicular lymph nodes (ASLN) ipsilateral to the vaccination site. Sometimes, differentiation between the malignant and benign nature of the hypermetabolic lymphadenopathy (HLN) could not be made, and equivocal HLN (EqHL) was reported. The purpose of the study was to determine the overall",2021,5,14
33688691,Longitudinal Analysis Reveals Distinct Antibody and Memory B Cell Responses in SARS-CoV2 Naïve and Recovered Individuals Following mRNA Vaccination.,"Novel mRNA vaccines for SARS-CoV2 have been authorized for emergency use and are currently being administered to millions of individuals worldwide. Despite their efficacy in clinical trials, there is limited data on vaccine-induced immune responses in individuals with a prior SARS-CoV2 infection compared to SARS-CoV2 naïve subjects. Moreover, how mRNA vaccines impact the development of antibodies as well as memory B cells in COVID-19 experienced versus COVID-19 naïve subjects remains poorly unde",2021,10,26
33619920,"Preparing for the Coronavirus Disease (COVID-19) Vaccination: Evidence, Plans, and Implications.","The formation of herd immunity through vaccination is a key point in overcoming the coronavirus disease 2019 (COVID-19) pandemic. To acquire herd immunity, a high vaccination rate is required, which is necessary to instill confidence in the public regarding the effectiveness and safety of the vaccine. In the real-world setting, thorough preparation of components, such as priority setting, vaccine delivery, logistics, and side-effect monitoring is necessary to overcome vaccine hesitancy. Each cou",2021,3,1
33594383,Robust immune responses after one dose of BNT162b2 mRNA vaccine dose in SARS-CoV-2 experienced individuals.,"The use of COVID-19 vaccines will play the major role in helping to end the pandemic that has killed millions worldwide. COVID-19 vaccines have resulted in robust humoral responses and protective efficacy in human trials, but efficacy trials excluded individuals with a prior diagnosis of COVID-19. As a result, little is known about how immune responses induced by mRNA vaccines differ in individuals who recovered from COVID-19. Here, we evaluated longitudinal immune responses to two-dose BNT162b2",2022,2,9
33572332,Conjugation of Mannans to Enhance the Potency of Liposome Nanoparticles for the Delivery of RNA Vaccines.,"Recent approval of mRNA vaccines to combat COVID-19 have highlighted the potential of this platform. Lipid nanoparticles (LNP) is the delivery vehicle of choice for mRNA as they prevent its enzymatic degradation by encapsulation. We have recently shown that surface exposition of mannose, incorporated in LNPs as stable cholesterol-amine conjugate, enhances the potency of self-amplifying RNA (SAM) replicon vaccines through augmented uptake by antigen presenting cells (APCs). Here, we generated a n",2021,3,16
32599237,Designing a novel mRNA vaccine against SARS-CoV-2: An immunoinformatics approach.,"SARS-CoV-2 is the deadly virus behind COVID-19, the disease that went on to ravage the world and caused the biggest pandemic 21st century has witnessed so far. On the face of ongoing death and destruction, the urgent need for the discovery of a vaccine against the virus is paramount. This study resorted to the emerging discipline of immunoinformatics in order to design a multi-epitope mRNA vaccine against the spike glycoprotein of SARS-CoV-2. Various immunoinformatics tools were utilized to pred",2020,10,15
